#doc source pos typeindex type topic
81 NA 160 3259 si 43
81 NA 161 349 8 20
81 NA 162 3260 man, 43
81 NA 163 3261 ti' 24
81 NA 164 110 1 35
81 NA 165 3262 hvilkas, 17
81 NA 166 3263 förfogande 43
81 NA 167 3180 stod 43
81 NA 168 122 en 1
81 NA 169 727 mindre 1
81 NA 170 3264 lifraddningsbåt. 38
81 NA 171 2951 På 27
81 NA 172 2750 Helsingfors 43
81 NA 173 726 började 1
81 NA 174 1395 situationen 17
81 NA 175 3265 .nelicrtid 27
81 NA 176 3266 följd 43
81 NA 177 98 af 1
81 NA 178 3267 stormen® 17
81 NA 179 3268 verkningar 43
81 NA 180 918 bli 17
81 NA 181 1202 mer 38
81 NA 182 51 och 1
81 NA 183 1202 mer 38
81 NA 184 3269 farlig. 43
81 NA 185 3054 Fartyget 43
81 NA 186 3270 svängde 35
81 NA 187 132 sig 14
81 NA 188 412 något 43
81 NA 189 317 på 17
81 NA 190 3271 klippan 9
81 NA 191 51 och 1
81 NA 192 3272 högg 43
81 NA 193 3273 våldtia,mt. 43
81 NA 194 2922 Man 17
81 NA 195 3274 km 38
81 NA 196 126 de 14
81 NA 197 1560 tydligt 43
81 NA 198 1090 höra 38
81 NA 199 3275 huru 38
81 NA 200 204 det 35
81 NA 201 3276 knakade 17
81 NA 202 3277 fogarna, 43
81 NA 203 51 och 1
81 NA 204 417 slutligen 35
81 NA 205 1433 omkring 1
81 NA 206 37 kl. 20
81 NA 207 778 3 43
81 NA 208 317 på 17
81 NA 209 3278 morsonen, 27
81 NA 210 3279 natten, 43
81 NA 211 1339 mot 38
81 NA 212 3280 må.ndaj?en,, 14
81 NA 213 3211 sprang 38
81 NA 214 3281 a.kterrumrrjet 11
81 NA 215 3282 läck, 43
81 NA 216 51 och 1
81 NA 217 239 samt 38
81 NA 218 3283 digt 41
81 NA 219 916 kasta 17
81 NA 220 2710 le 24
81 NA 221 3284 siig 38
81 NA 222 2973 fartyget 17
81 NA 223 3285 våldsamt 38
81 NA 224 317 på 17
81 NA 225 3286 styrbordssidan 43
81 NA 226 239 samt 38
81 NA 227 3287 Vlef 27
81 NA 228 3078 liggande 43
81 NA 229 144 med 14
81 NA 230 3288 halfva 35
81 NA 231 3289 kommandobryggan 27
81 NA 232 79 ooh 14
81 NA 233 1154 större 35
81 NA 234 1271 delen 17
81 NA 235 98 af 1
81 NA 236 3290 skorstenen 43
81 NA 237 2772 der 43
81 NA 238 3291 vj.tten. 11
81 NA 239 839 Nu 43
81 NA 240 3292 gällde 43
81 NA 241 204 det 35
81 NA 242 89 att 17
81 NA 243 3293 ha&ticrt 38
81 NA 244 3294 rädda 43
81 NA 245 3295 fig 17
81 NA 246 126 de 14
81 NA 247 164 vid 14
81 NA 248 3019 fartygets 43
81 NA 249 3296 sida 46
81 NA 250 3078 liggande 43
81 NA 251 3297 lifräddningsbåta;ra.. 43
81 NA 252 167 Det 1
81 NA 253 304 var 1
81 NA 254 424 ej 14
81 NA 255 1663 heller 35
81 NA 256 3298 mångn 43
81 NA 257 3299 ögonblick 43
81 NA 258 3300 P( 38
81 NA 259 3301 åtgingo 43
81 NA 260 3302 härtill, 27
81 NA 261 158 men 43
81 NA 262 204 det 35
81 NA 263 3292 gällde 43
81 NA 264 3303 stt 43
81 NA 265 3304 racka 43
81 NA 266 3305 på, 14
81 NA 267 1097 ty 1
81 NA 268 204 det 35
81 NA 269 3306 kantrande 14
81 NA 270 3307 fartyg 17
81 NA 271 3308 hö'1 17
81 NA 272 317 på 17
81 NA 273 89 att 17
81 NA 274 1359 draga 14
81 NA 275 3309 lifräddni.ngsbåtarna 43
81 NA 276 132 sig 14
81 NA 277 995 Den 14
81 NA 278 727 mindre 1
81 NA 279 3243 båten 43
81 NA 280 3310 kastades 43
81 NA 281 144 med 14
81 NA 282 508 stor 1
81 NA 283 3311 Lrait 43
81 NA 284 3312 mot. 38
81 NA 285 3313 ångaremsi 43
81 NA 286 3314 akterdäck 38
81 NA 287 51 och 1
81 NA 288 1378 höll 35
81 NA 289 317 på 1
81 NA 290 3315 ■«tt 43
81 NA 291 3316 ä 38
81 NA 292 3317 kvaf, 43
81 NA 293 158 men 43
81 NA 294 803 man 17
81 NA 295 3318 lyckades 1
81 NA 296 159 dock 43
81 NA 297 1585 få 14
81 NA 298 3319 de"sjiin:.i 17
81 NA 299 736 ut 17
81 NA 300 3320 igen. 48
81 NA 301 3321 Flykten 27
81 NA 302 228 från 43
81 NA 303 2901 Helsingfors. 43
81 NA 304 5 — 35
81 NA 305 3322 Do 1
81 NA 306 2753 omkomna. 43
81 NA 307 39 I 14
81 NA 308 3323 storbåten 43
81 NA 309 3324 togo 43
81 NA 310 3325 kapten 17
81 NA 311 3326 Th. 11
81 NA 312 3327 Martin 27
81 NA 313 125 tre 43
81 NA 314 3328 fi-iu.timmer, 1
81 NA 315 3329 hörandie 38
81 NA 316 121 till 14
81 NA 317 3330 köbsipenso,nålen., 43
81 NA 318 239 samt 38
81 NA 319 1480 7 17
81 NA 320 349 8 3
81 NA 321 891 män 27
81 NA 322 98 af 11
81 NA 323 3249 besättningen 17
81 NA 324 3331 plats; 43
81 NA 325 3332 u+.n 17
81 NA 326 727 mindre 1
81 NA 327 3243 båten 43
81 NA 328 952 åter 14
81 NA 329 3333 andre 28
81 NA 330 3334 styrmifeneni, 42
81 NA 331 3325 kapten 38
81 NA 332 3335 Selim 17
81 NA 333 3336 Caireniuni, 38
81 NA 334 51 och 1
81 NA 335 180 fyra 27
81 NA 336 3170 man. 17
81 NA 337 3337 Ångarens 43
81 NA 338 3247 förste 43
81 NA 339 3248 styrman, 43
81 NA 340 3325 kapten 38
81 NA 341 3338 R. 41
81 NA 342 3339 Keilt-ten, 43
81 NA 343 239 samt 38
81 NA 344 3340 timmerman 43
81 NA 345 674 Nilsson 11
81 NA 346 3341 lyckades, 17
81 NA 347 424 ej 14
81 NA 348 3342 lomi,:i 48
81 NA 349 3343 båtarna, 43
81 NA 350 3344 liksom 38
81 NA 351 160 icke 14
81 NA 352 1663 heller 35
81 NA 353 126 de 14
81 NA 354 228 från 43
81 NA 355 3345 Prrteotor 27
81 NA 356 3346 anlända 43
81 NA 357 180 fyra 27
81 NA 358 3347 personerna. 43
81 NA 359 136 Enligt 27
81 NA 360 1676 hvad 14
81 NA 361 126 de 14
81 NA 362 3348 bärgade 14
81 NA 363 3349 antaga, 43
81 NA 364 3350 omkommo 43
81 NA 365 3351 alla. 38
81 NA 366 1010 dessa 43
81 NA 367 2819 ombord 43
81 NA 368 317 på 17
81 NA 369 3352 Helsingfoni 42
81 NA 370 3353 vaande 38
81 NA 371 3354 personer. 14
81 NA 372 21 En 42
81 NA 373 3355 svag 43
81 NA 374 3356 möjlighet 14
81 NA 375 3357 fore- 43
82 NA 0 3358 sorgdok 42
82 NA 1 558 öfver 1
82 NA 2 3359 stället, 6
82 NA 3 158 men 14
82 NA 4 160 icke 14
82 NA 5 329 blott 35
82 NA 6 113 detta 14
82 NA 7 3360 hu® 7
82 NA 8 3361 härskade 6
82 NA 9 3362 dysterhet, 7
82 NA 10 51 och 29
82 NA 11 204 det 35
82 NA 12 3363 fanns, 29
82 NA 13 953 andra 14
82 NA 14 1393 skäl 16
82 NA 15 1203 än 1
82 NA 16 3364 Robert- 42
82 NA 17 3365 Carewes 6
82 NA 18 3366 hemkomst 6
82 NA 19 3367 6om 1
82 NA 20 3368 gjorde 6
82 NA 21 3369 aibt 35
82 NA 22 3370 Rouen 7
82 NA 23 139 hade 14
82 NA 24 3371 förlorat 6
82 NA 25 346 den 16
82 NA 26 1807 glädje 35
82 NA 27 51 och 16
82 NA 28 3372 munterhet 6
82 NA 29 142 som 35
82 NA 30 3373 förr 6
82 NA 31 863 haft 6
82 NA 32 705 sitt 23
82 NA 33 3374 hemvist 7
82 NA 34 1770 där. 7
82 NA 35 1768 Nej, 35
82 NA 36 346 den 16
82 NA 37 3375 glada 7
82 NA 38 1846 staden 23
82 NA 39 3376 haide 7
82 NA 40 3377 förändrats 6
82 NA 41 3378 otroligt; 6
82 NA 42 668 där 1
82 NA 43 304 var 1
82 NA 44 3379 stilla 6
82 NA 45 142 som 35
82 NA 46 258 ett 14
82 NA 47 3380 sjukrum, 7
82 NA 48 51 och 29
82 NA 49 962 stället 35
82 NA 50 72 för 16
82 NA 51 3381 stim 6
82 NA 52 51 och 1
82 NA 53 3382 uppsluppenhet 30
82 NA 54 3383 tydde 6
82 NA 55 981 nu 1
82 NA 56 3384 melankoliska, 16
82 NA 57 3385 låga 30
82 NA 58 3386 röster 16
82 NA 59 317 på 1
82 NA 60 3387 afsked 7
82 NA 61 51 och 1
82 NA 62 3388 sorg. 23
82 NA 63 1814 Ty 35
82 NA 64 1669 själf 2
82 NA 65 3389 va 35
82 NA 66 3390 blomman 6
82 NA 67 98 af 1
82 NA 68 3391 Rouene 6
82 NA 69 3392 ungdom 7
82 NA 70 139 hade 14
82 NA 71 3393 lofvat 35
82 NA 72 89 att 35
82 NA 73 1651 följa 35
82 NA 74 3394 Tom 7
82 NA 75 3395 Vanrevel 1
82 NA 76 317 på 1
82 NA 77 346 den 16
82 NA 78 3396 långa, 35
82 NA 79 3397 sivåra 6
82 NA 80 3398 färden 42
82 NA 81 121 till 16
82 NA 82 3399 Mexiko, 7
82 NA 83 89 att 35
82 NA 84 3400 marschera 7
82 NA 85 3401 miltals 23
82 NA 86 122 en 1
82 NA 87 3402 brännande, 6
82 NA 88 3403 tropistft 7
82 NA 89 3404 sol, 6
82 NA 90 89 att 35
82 NA 91 3405 blottställa 16
82 NA 92 132 sig 14
82 NA 93 72 för 14
82 NA 94 3406 okända 7
82 NA 95 3407 febrar 29
82 NA 96 3408 ocb 42
82 NA 97 3409 Santa 21
82 NA 98 3410 Annas 6
82 NA 99 3411 kanomer. 35
82 NA 100 3412 Få 6
82 NA 101 536 voro 6
82 NA 102 126 de 14
82 NA 103 2236 hus 43
82 NA 104 98 af 16
82 NA 105 204 det 35
82 NA 106 3413 mera 7
82 NA 107 3414 anspråksfulla 6
82 NA 108 3415 slaget 23
82 NA 109 142 som 35
82 NA 110 424 ej 14
82 NA 111 3416 sörjde 14
82 NA 112 3417 inför 7
82 NA 113 3418 utsikten 6
82 NA 114 98 af 1
82 NA 115 3419 skilsmässa 29
82 NA 116 228 från 1
82 NA 117 3420 son, 7
82 NA 118 3421 bror 7
82 NA 119 860 eller 1
82 NA 120 3422 nära. 11
82 NA 121 3423 vän 42
82 NA 122 3424 ; 35
82 NA 123 3425 mödrar 2
82 NA 124 3426 gräto 1
82 NA 125 160 icke 14
82 NA 126 1830 längre 35
82 NA 127 937 endast 35
82 NA 128 3427 hemlighet-, 35
82 NA 129 3428 fäder 6
82 NA 130 3429 talade 7
82 NA 131 3430 moriskt, 23
82 NA 132 158 men 14
82 NA 133 144 med 14
82 NA 134 3431 skrofliga 23
82 NA 135 3432 röster, 16
82 NA 136 51 och 1
82 NA 137 453 alla 35
82 NA 138 536 voro 6
82 NA 139 327 så 35
82 NA 140 3433 vänliga 6
82 NA 141 1339 mot 23
82 NA 142 904 dem 35
82 NA 143 3434 eom 6
82 NA 144 207 skulle 14
82 NA 145 1359 draga 35
82 NA 146 3435 bort, 6
82 NA 147 3429 talade 7
82 NA 148 327 så 35
82 NA 149 3436 hjärtligt 6
82 NA 150 121 till 16
82 NA 151 904 dem 35
82 NA 152 51 och 1
82 NA 153 3437 gåfvo 6
82 NA 154 904 dem 35
82 NA 155 992 små 35
82 NA 156 3438 löjliga 16
82 NA 157 3439 presenter. 7
82 NA 158 3440 Ej 6
82 NA 159 1663 heller 35
82 NA 160 2843 kunde 1
82 NA 161 126 de 14
82 NA 162 1650 unga 1
82 NA 163 3441 flickorna 2
82 NA 164 1830 längre 35
82 NA 165 2330 ställa 6
82 NA 166 132 sig 14
82 NA 167 3442 iskalla 6
82 NA 168 1339 mot 23
82 NA 169 3443 eina 6
82 NA 170 3444 beundra^ 42
82 NA 171 51 och 1
82 NA 172 3445 föremålen 6
82 NA 173 1158 sina 1
82 NA 174 3446 ömma 29
82 NA 175 3447 känslor; 7
82 NA 176 3448 Eugen 6
82 NA 177 3449 Madrillons 45
82 NA 178 1650 unga 35
82 NA 179 3421 bror 7
82 NA 180 3450 Jean, 7
82 NA 181 142 som 16
82 NA 182 48 två 1
82 NA 183 1 år 16
82 NA 184 3451 suckat 23
82 NA 185 72 för 2
82 NA 186 346 den 16
82 NA 187 3452 allmänt 42
82 NA 188 142 som 16
82 NA 189 122 en 16
82 NA 190 1000 liten 14
82 NA 191 3453 airgbigga 6
82 NA 192 1107 kända 1
82 NA 193 3454 Trixie 14
82 NA 194 3455 Chenoweth, 14
82 NA 195 3456 annon- 6
83 NA 0 3457 rörelse 6
83 NA 1 3458 staden. 36
83 NA 2 3459 Så 14
83 NA 3 308 gick 1
83 NA 4 1530 hon 1
83 NA 5 1433 omkring 1
83 NA 6 51 och 1
83 NA 7 3460 predikade 6
83 NA 8 3461 munterhet, 6
83 NA 9 3462 viftade 35
83 NA 10 3463 gladt 0
83 NA 11 144 med 14
83 NA 12 420 sin 14
83 NA 13 3464 juvelprydda 6
83 NA 14 3465 hand 15
83 NA 15 228 från 1
83 NA 16 204 det 35
83 NA 17 3466 Careweska 30
83 NA 18 3467 ekipaget 6
83 NA 19 740 åt 35
83 NA 20 3468 volontärerna, 6
83 NA 21 737 när 35
83 NA 22 1530 hon 1
83 NA 23 733 såg 17
83 NA 24 904 dem 35
83 NA 25 317 på 1
83 NA 26 3469 gatan, 6
83 NA 27 51 och 1
83 NA 28 3063 gaf 1
83 NA 29 904 dem 35
83 NA 30 1556 skrattande 35
83 NA 31 711 någon 35
83 NA 32 3470 lustig 6
83 NA 33 1000 liten 14
83 NA 34 3471 gliring. 30
83 NA 35 2683 Öfverallt 24
83 NA 36 3472 bannade 1
83 NA 37 1530 hon 1
83 NA 38 126 de 14
83 NA 39 3473 sörjande 6
83 NA 40 51 och 1
83 NA 41 1530 hon 2
83 NA 42 3474 spred 0
83 NA 43 327 så 35
83 NA 44 1141 mycket 15
83 NA 45 3475 uppfriskande 17
83 NA 46 3476 lif 35
83 NA 47 1433 omkring 1
83 NA 48 132 sig 14
83 NA 49 89 att 35
83 NA 50 2842 ingen 30
83 NA 51 2843 kunde 1
83 NA 52 3179 annat 35
83 NA 53 1203 än 1
83 NA 54 3477 erkänna 1
83 NA 55 89 att 35
83 NA 56 1530 hon 1
83 NA 57 304 var 1
83 NA 58 122 en 1
83 NA 59 3478 klok 6
83 NA 60 3479 kvinna. 17
83 NA 61 3440 Ej 6
83 NA 62 1663 heller 35
83 NA 63 3480 verkade 35
83 NA 64 1530 hon 1
83 NA 65 3481 förgäfves. 6
83 NA 66 167 Det 1
83 NA 67 3482 beslöt» 9
83 NA 68 89 att 35
83 NA 69 122 en 1
83 NA 70 3483 bal 35
83 NA 71 207 skulle 14
83 NA 72 3484 gifvas 6
83 NA 73 72 för 14
83 NA 74 3485 Rouens 15
83 NA 75 3486 frivilliga 6
83 NA 76 48 två 1
83 NA 77 2460 dagar 6
83 NA 78 2128 före 18
83 NA 79 905 deras 6
83 NA 80 3487 aftågande, 6
83 NA 81 51 och 1
83 NA 82 346 den 1
83 NA 83 3488 Gkulle 6
83 NA 84 918 bli 6
83 NA 85 346 den 1
83 NA 86 3489 mest 1
83 NA 87 3490 storartade 24
83 NA 88 3491 fest 1
83 NA 89 142 som 35
83 NA 90 3492 någonsin 6
83 NA 91 3493 förekommit 30
83 NA 92 3391 Rouene 6
83 NA 93 3494 historia 35
83 NA 94 3424 ; 35
83 NA 95 204 det 35
83 NA 96 1809 gingo 1
83 NA 97 3495 inbjudarna 6
83 NA 98 3496 ed 35
83 NA 99 3497 på. 14
83 NA 100 539 De 35
83 NA 101 3498 hyrde 6
83 NA 102 346 den 1
83 NA 103 1439 stora 36
83 NA 104 3499 matsalen 6
83 NA 105 317 på 17
83 NA 106 3500 värdshuset, 6
83 NA 107 3501 öfverspände 6
83 NA 108 3502 golfvet 24
83 NA 109 144 med 14
83 NA 110 3503 kläde 6
83 NA 111 51 och 1
83 NA 112 3504 behängde 0
83 NA 113 3505 väggarna 15
83 NA 114 3506 rikt 2
83 NA 115 144 med 14
83 NA 116 3507 flaggor 6
83 NA 117 51 och 1
83 NA 118 3508 rosor, 0
83 NA 119 1097 ty 1
83 NA 120 3509 juni 15
83 NA 121 304 var 1
83 NA 122 3510 inne. 1
83 NA 123 515 Dessutom 21
83 NA 124 3511 bredde 35
83 NA 125 126 de 14
83 NA 126 122 en 1
83 NA 127 1571 röd 1
83 NA 128 3512 matta 21
83 NA 129 558 öfver 1
83 NA 130 3513 trottoaren 6
83 NA 131 3514 (eom 1
83 NA 132 304 var 1
83 NA 133 1321 alldeles 15
83 NA 134 3515 torr 14
83 NA 135 51 och 1
83 NA 136 3516 ren) 6
83 NA 137 1199 nästan 1
83 NA 138 2966 ända 17
83 NA 139 121 till 24
83 NA 140 953 andra 14
83 NA 141 3517 sidan 30
83 NA 142 98 af 1
83 NA 143 3469 gatan, 6
83 NA 144 3518 skaffade 35
83 NA 145 48 två 1
83 NA 146 3519 extra 24
83 NA 147 3520 fioler 6
83 NA 148 51 och 1
83 NA 149 122 en 1
83 NA 150 3521 klarinett 21
83 NA 151 121 till 24
83 NA 152 3522 förstärkning 6
83 NA 153 740 åt 35
83 NA 154 3523 orkeetern 1
83 NA 155 51 och 1
83 NA 156 3524 beställde 21
83 NA 157 122 en 1
83 NA 158 3525 supé 0
83 NA 159 2993 sådan 17
83 NA 160 142 som 35
83 NA 161 937 endast 35
83 NA 162 122 en 1
83 NA 163 3526 hungrig 6
83 NA 164 3527 människa 1
83 NA 165 1565 ser 35
83 NA 166 122 en 1
83 NA 167 3528 dTÖm. 30
83 NA 168 3529 Mist) 0
83 NA 169 3530 Betty 6
83 NA 170 1640 tog 1
83 NA 171 2879 fram 14
83 NA 172 420 sin 15
83 NA 173 3531 vackraste 14
83 NA 174 3532 klänning 6
83 NA 175 346 den 1
83 NA 176 3533 kvällen, 24
83 NA 177 79 ooh 14
83 NA 178 1716 mrs 35
83 NA 179 1757 Tanberry 35
83 NA 180 1520 kom 1
83 NA 181 51 och 24
83 NA 182 3534 beundrade 35
83 NA 183 1221 den, 35
83 NA 184 668 där 1
83 NA 185 346 den 1
83 NA 186 142 som 35
83 NA 187 258 ett 14
83 NA 188 3535 böljande 6
83 NA 189 3536 skum 6
83 NA 190 98 af 1
83 NA 191 3537 violett 35
83 NA 192 51 och 1
83 NA 193 3538 hvitt 35
83 NA 194 51 och 1
83 NA 195 3539 grått 17
84 NA 0 3540 fjädrar; 43
84 NA 1 1530 hon 2
84 NA 2 207 skulle 14
84 NA 3 70 ha 14
84 NA 4 1268 velat 2
84 NA 5 1651 följa 35
84 NA 6 682 honom 2
84 NA 7 3541 barfotad 35
84 NA 8 51 och 1
84 NA 9 3542 barhufvad 4
84 NA 10 5 — 35
84 NA 11 51 och 1
84 NA 12 3543 ändå, 1
84 NA 13 1604 fast 35
84 NA 14 1524 hennes 35
84 NA 15 1745 hjärta 35
84 NA 16 1378 höll 35
84 NA 17 317 på 1
84 NA 18 89 att 35
84 NA 19 3544 brista 5
84 NA 20 98 af 1
84 NA 21 3545 längtan 35
84 NA 22 218 efter 14
84 NA 23 89 att 35
84 NA 24 1585 få 14
84 NA 25 3546 omhulda 1
84 NA 26 1599 honom, 35
84 NA 27 304 var 1
84 NA 28 113 detta 14
84 NA 29 204 det 35
84 NA 30 1740 enda 14
84 NA 31 1530 hon 1
84 NA 32 2843 kunde 1
84 NA 33 3547 göra, 4
84 NA 34 104 denna 14
84 NA 35 3548 obetydliga 49
84 NA 36 1674 sömnad 35
84 NA 37 317 på 1
84 NA 38 3549 flaggan, 14
84 NA 39 142 som 35
84 NA 40 411 han 14
84 NA 41 139 hade 14
84 NA 42 3393 lofvat 35
84 NA 43 89 att 35
84 NA 44 3550 följa. 2
84 NA 45 894 När 14
84 NA 46 3551 arbetet 2
84 NA 47 304 var 1
84 NA 48 3552 färdigt, 1
84 NA 49 308 gick 1
84 NA 50 1530 hon 1
84 NA 51 1040 ännu 1
84 NA 52 122 en 1
84 NA 53 1239 gång 2
84 NA 54 558 öfver 1
84 NA 55 3553 alltsammans 1
84 NA 56 144 med 14
84 NA 57 3554 dubbel 35
84 NA 58 3555 tråd, 14
84 NA 59 678 utan 35
84 NA 60 89 att 35
84 NA 61 3556 ens 2
84 NA 62 72 för 14
84 NA 63 132 sig 14
84 NA 64 1669 själf 2
84 NA 65 1719 vilja 35
84 NA 66 3477 erkänna 1
84 NA 67 3557 vidskepligheten 14
84 NA 68 705 sitt 35
84 NA 69 3558 motiv 2
84 NA 70 3559 därtill, 2
84 NA 71 634 hvilket 35
84 NA 72 304 var 1
84 NA 73 89 att 35
84 NA 74 3560 trygga 5
84 NA 75 420 sin 14
84 NA 76 3561 älskades 14
84 NA 77 3476 lif 35
84 NA 78 5 — 35
84 NA 79 3562 kulan 32
84 NA 80 142 som 35
84 NA 81 304 var 1
84 NA 82 3563 bestämd 2
84 NA 83 72 för 14
84 NA 84 1548 Crailey 35
84 NA 85 2843 kunde 1
84 NA 86 1087 ju 35
84 NA 87 1369 nämligen 2
84 NA 88 630 bland 35
84 NA 89 3564 myriader 41
84 NA 90 3565 möjligheter 35
84 NA 91 1769 träffa 14
84 NA 92 1632 flaggan 35
84 NA 93 2912 först 1
84 NA 94 51 och 1
84 NA 95 1585 få 14
84 NA 96 122 en 1
84 NA 97 3566 annan 12
84 NA 98 3567 riktning, 14
84 NA 99 87 om 1
84 NA 100 1203 än 1
84 NA 101 3568 aldrig 35
84 NA 102 327 så 35
84 NA 103 3569 liten, 49
84 NA 104 98 af 1
84 NA 105 258 ett 14
84 NA 106 98 af 1
84 NA 107 1010 dessa 43
84 NA 108 3570 sista 1
84 NA 109 3571 Btyng 35
84 NA 110 51 och 1
84 NA 111 3572 påjjå-sätt 1
84 NA 112 3573 förfela 4
84 NA 113 705 sitt 35
84 NA 114 3574 mål, 2
84 NA 115 142 som 35
84 NA 116 304 var 1
84 NA 117 3575 Craileys 1
84 NA 118 3576 hjärta. 5
84 NA 119 167 Det 1
84 NA 120 304 var 1
84 NA 121 164 vid 14
84 NA 122 104 denna 14
84 NA 123 3577 kritiska 1
84 NA 124 3578 vändpunkt, 35
84 NA 125 737 när 35
84 NA 126 3579 kvinnorna 14
84 NA 127 3426 gräto 1
84 NA 128 3580 strömmar 27
84 NA 129 98 af 1
84 NA 130 3581 tårar, 2
84 NA 131 126 de 14
84 NA 132 1042 gamla 1
84 NA 133 3582 männen 35
84 NA 134 1809 gingo 1
84 NA 135 1433 omkring 1
84 NA 136 144 med 14
84 NA 137 3583 tungsint 35
84 NA 138 3584 uppsyn 1
84 NA 139 51 och 1
84 NA 140 3585 själfva 1
84 NA 141 3586 gatpojkarna 35
84 NA 142 1675 allt 35
84 NA 143 3587 emellanåt 4
84 NA 144 3588 iakttogo 49
84 NA 145 3589 perioder 1
84 NA 146 98 af 1
84 NA 147 3590 allvar 35
84 NA 148 51 och 1
84 NA 149 3591 til! 1
84 NA 150 51 och 1
84 NA 151 144 med 14
84 NA 152 3592 tystnad, 35
84 NA 153 142 som 35
84 NA 154 1716 mrs 35
84 NA 155 1757 Tanberry 35
84 NA 156 5 — 35
84 NA 157 3593 "unga 14
84 NA 158 3594 Janie 1
84 NA 159 3595 Tanberry" 35
84 NA 160 5 — 35
84 NA 161 1758 fick 1
84 NA 162 72 för 14
84 NA 163 132 sig 14
84 NA 164 89 att 35
84 NA 165 1675 allt 35
84 NA 166 113 detta 14
84 NA 167 304 var 1
84 NA 168 317 på 1
84 NA 169 3596 tok. 11
84 NA 170 1545 Hon 35
84 NA 171 3597 förklarade 14
84 NA 172 3598 energiskt 35
84 NA 173 89 att 35
84 NA 174 113 detta 14
84 NA 175 160 icke 14
84 NA 176 304 var 1
84 NA 177 258 ett 14
84 NA 178 3599 passande 1
84 NA 179 413 sätt 35
84 NA 180 89 att 35
84 NA 181 1631 taga 35
84 NA 182 3600 afsked, 1
84 NA 183 89 att 35
84 NA 184 3441 flickorna 2
84 NA 185 139 hade 14
84 NA 186 731 god 5
84 NA 187 1437 tid 1
84 NA 188 89 att 35
84 NA 189 3601 stadga 1
84 NA 190 132 sig 14
84 NA 191 737 när 35
84 NA 192 3602 soldaterna 2
84 NA 193 3603 gifvit 35
84 NA 194 132 sig 14
84 NA 195 98 af 1
84 NA 196 51 och 1
84 NA 197 89 att 35
84 NA 198 204 det 35
84 NA 199 121 till 14
84 NA 200 3604 d&ss 1
84 NA 201 828 borde 14
84 NA 202 3605 härska 1
84 NA 203 3476 lif 35
84 NA 204 51 och 1
85 NA 0 3606 finne® 30
85 NA 1 3607 dook 14
85 NA 2 89 att 17
85 NA 3 847 äfven 19
85 NA 4 126 de 14
85 NA 5 3608 lyckats 17
85 NA 6 3294 rädda 43
85 NA 7 3609 .ig, 38
85 NA 8 1097 ty 1
85 NA 9 346 den 1
85 NA 10 228 från 43
85 NA 11 3610 Protector 27
85 NA 12 3611 medförda 30
85 NA 13 3243 båten 43
85 NA 14 791 låg 35
85 NA 15 3612 o&lt; 38
85 NA 16 3613 kså 17
85 NA 17 164 vid 14
85 NA 18 3517 sidan 30
85 NA 19 98 af 1
85 NA 20 3614 Helsi,ngfons. 30
85 NA 21 21 En 16
85 NA 22 98 af 16
85 NA 23 126 de 14
85 NA 24 3615 bwgade 14
85 NA 25 3616 påstår 30
85 NA 26 758 emellertid 17
85 NA 27 89 att 17
85 NA 28 411 han 14
85 NA 29 733 såg 17
85 NA 30 124 hurusom 19
85 NA 31 104 denna 14
85 NA 32 3174 båt 43
85 NA 33 144 med 14
85 NA 34 3617 fören. 30
85 NA 35 1279 förut 5
85 NA 36 3618 droejs. 30
85 NA 37 3619 nect 30
85 NA 38 3620 djupet, 23
85 NA 39 359 då 17
85 NA 40 2924 ångaren 43
85 NA 41 3621 kantrade. 30
85 NA 42 3622 He 1
85 NA 43 3623 .iska 30
85 NA 44 3624 nödrop 30
85 NA 45 3616 påstår 30
85 NA 46 411 han 14
85 NA 47 132 sig 14
85 NA 48 847 äfven 19
85 NA 49 70 ha 14
85 NA 50 2839 hört 43
85 NA 51 228 från 1
85 NA 52 3625 Ib 8
85 NA 53 3626 isingfom 43
85 NA 54 2283 lån 30
85 NA 55 3610 Protector 30
85 NA 56 139 hade 14
85 NA 57 3325 kapten 38
85 NA 58 3627 Kari 0
85 NA 59 1288 tidigare 16
85 NA 60 317 på 1
85 NA 61 2773 natten 17
85 NA 62 3628 ropat 17
85 NA 63 3162 a.tt 43
85 NA 64 2924 ångaren 43
85 NA 65 3629 ådragit 16
85 NA 66 3630 lig 41
85 NA 67 3631 maskinskadå. 41
85 NA 68 158 men 14
85 NA 69 359 då 17
85 NA 70 3230 båtarna 43
85 NA 71 3632 stöttes 30
85 NA 72 736 ut 17
85 NA 73 228 från 1
85 NA 74 3517 sidan 30
85 NA 75 98 af 1
85 NA 76 3250 Helsingfors, 38
85 NA 77 3633 hadlei 41
85 NA 78 3634 &lt;3.^ 30
85 NA 79 3635 . 41
85 NA 80 3636 * 30
85 NA 81 3637 Kuri 43
85 NA 82 3638 tillropat 30
85 NA 83 126 de 14
85 NA 84 3639 skeppsbrutna, 0
85 NA 85 89 att 17
85 NA 86 3640 försöka 30
85 NA 87 3641 l&lt; 43
85 NA 88 1812 ni 30
85 NA 89 3642 ma 30
85 NA 90 2819 ombord 43
85 NA 91 317 på 17
85 NA 92 3252 Protector. 43
85 NA 93 3643 - 25
85 NA 94 3644 Ni 17
85 NA 95 2238 kunna 17
85 NA 96 1198 nog 14
85 NA 97 1301 godt 30
