#doc source pos typeindex type topic
83 NA 114 3506 rikt 1
83 NA 115 144 med 14
83 NA 116 3507 flaggor 6
83 NA 117 51 och 1
83 NA 118 3508 rosor, 6
83 NA 119 1097 ty 1
83 NA 120 3509 juni 6
83 NA 121 304 var 1
83 NA 122 3510 inne. 6
83 NA 123 515 Dessutom 35
83 NA 124 3511 bredde 1
83 NA 125 126 de 26
83 NA 126 122 en 1
83 NA 127 1571 röd 1
83 NA 128 3512 matta 6
83 NA 129 558 öfver 1
83 NA 130 3513 trottoaren 30
83 NA 131 3514 (eom 1
83 NA 132 304 var 1
83 NA 133 1321 alldeles 35
83 NA 134 3515 torr 45
83 NA 135 51 och 1
83 NA 136 3516 ren) 45
83 NA 137 1199 nästan 6
83 NA 138 2966 ända 17
83 NA 139 121 till 14
83 NA 140 953 andra 14
83 NA 141 3517 sidan 30
83 NA 142 98 af 1
83 NA 143 3469 gatan, 6
83 NA 144 3518 skaffade 6
83 NA 145 48 två 6
83 NA 146 3519 extra 6
83 NA 147 3520 fioler 1
83 NA 148 51 och 1
83 NA 149 122 en 1
83 NA 150 3521 klarinett 6
83 NA 151 121 till 14
83 NA 152 3522 förstärkning 48
83 NA 153 740 åt 35
83 NA 154 3523 orkeetern 1
83 NA 155 51 och 1
83 NA 156 3524 beställde 35
83 NA 157 122 en 1
83 NA 158 3525 supé 14
83 NA 159 2993 sådan 35
83 NA 160 142 som 35
83 NA 161 937 endast 17
83 NA 162 122 en 1
83 NA 163 3526 hungrig 6
83 NA 164 3527 människa 35
83 NA 165 1565 ser 35
83 NA 166 122 en 1
83 NA 167 3528 dTÖm. 1
83 NA 168 3529 Mist) 6
83 NA 169 3530 Betty 6
83 NA 170 1640 tog 14
83 NA 171 2879 fram 26
83 NA 172 420 sin 14
83 NA 173 3531 vackraste 48
83 NA 174 3532 klänning 35
83 NA 175 346 den 1
83 NA 176 3533 kvällen, 6
83 NA 177 79 ooh 14
83 NA 178 1716 mrs 35
83 NA 179 1757 Tanberry 35
83 NA 180 1520 kom 35
83 NA 181 51 och 1
83 NA 182 3534 beundrade 6
83 NA 183 1221 den, 1
83 NA 184 668 där 14
83 NA 185 346 den 1
83 NA 186 142 som 35
83 NA 187 258 ett 14
83 NA 188 3535 böljande 6
83 NA 189 3536 skum 35
83 NA 190 98 af 1
83 NA 191 3537 violett 6
83 NA 192 51 och 1
83 NA 193 3538 hvitt 6
83 NA 194 51 och 1
83 NA 195 3539 grått 35
84 NA 0 3540 fjädrar; 35
84 NA 1 1530 hon 35
84 NA 2 207 skulle 14
84 NA 3 70 ha 14
84 NA 4 1268 velat 2
84 NA 5 1651 följa 2
84 NA 6 682 honom 2
84 NA 7 3541 barfotad 39
84 NA 8 51 och 1
84 NA 9 3542 barhufvad 35
84 NA 10 5 — 35
84 NA 11 51 och 46
84 NA 12 3543 ändå, 28
84 NA 13 1604 fast 35
84 NA 14 1524 hennes 2
84 NA 15 1745 hjärta 35
84 NA 16 1378 höll 35
84 NA 17 317 på 1
84 NA 18 89 att 1
84 NA 19 3544 brista 2
84 NA 20 98 af 1
84 NA 21 3545 längtan 46
84 NA 22 218 efter 14
84 NA 23 89 att 35
84 NA 24 1585 få 2
84 NA 25 3546 omhulda 35
84 NA 26 1599 honom, 35
84 NA 27 304 var 1
84 NA 28 113 detta 14
84 NA 29 204 det 35
84 NA 30 1740 enda 35
84 NA 31 1530 hon 1
84 NA 32 2843 kunde 1
84 NA 33 3547 göra, 1
84 NA 34 104 denna 14
84 NA 35 3548 obetydliga 35
84 NA 36 1674 sömnad 1
84 NA 37 317 på 1
84 NA 38 3549 flaggan, 35
84 NA 39 142 som 35
84 NA 40 411 han 14
84 NA 41 139 hade 14
84 NA 42 3393 lofvat 35
84 NA 43 89 att 35
84 NA 44 3550 följa. 2
84 NA 45 894 När 14
84 NA 46 3551 arbetet 35
84 NA 47 304 var 1
84 NA 48 3552 färdigt, 28
84 NA 49 308 gick 1
84 NA 50 1530 hon 35
84 NA 51 1040 ännu 14
84 NA 52 122 en 1
84 NA 53 1239 gång 2
84 NA 54 558 öfver 1
84 NA 55 3553 alltsammans 14
84 NA 56 144 med 14
84 NA 57 3554 dubbel 2
84 NA 58 3555 tråd, 2
84 NA 59 678 utan 14
84 NA 60 89 att 35
84 NA 61 3556 ens 35
84 NA 62 72 för 14
84 NA 63 132 sig 14
84 NA 64 1669 själf 2
84 NA 65 1719 vilja 35
84 NA 66 3477 erkänna 1
84 NA 67 3557 vidskepligheten 35
84 NA 68 705 sitt 35
84 NA 69 3558 motiv 2
84 NA 70 3559 därtill, 35
84 NA 71 634 hvilket 35
84 NA 72 304 var 1
84 NA 73 89 att 35
84 NA 74 3560 trygga 35
84 NA 75 420 sin 14
84 NA 76 3561 älskades 35
84 NA 77 3476 lif 35
84 NA 78 5 — 35
84 NA 79 3562 kulan 35
84 NA 80 142 som 35
84 NA 81 304 var 1
84 NA 82 3563 bestämd 35
84 NA 83 72 för 2
84 NA 84 1548 Crailey 2
84 NA 85 2843 kunde 1
84 NA 86 1087 ju 35
84 NA 87 1369 nämligen 2
84 NA 88 630 bland 35
84 NA 89 3564 myriader 1
84 NA 90 3565 möjligheter 35
84 NA 91 1769 träffa 1
84 NA 92 1632 flaggan 2
84 NA 93 2912 först 1
84 NA 94 51 och 1
84 NA 95 1585 få 2
84 NA 96 122 en 1
84 NA 97 3566 annan 35
84 NA 98 3567 riktning, 35
84 NA 99 87 om 1
84 NA 100 1203 än 39
84 NA 101 3568 aldrig 35
84 NA 102 327 så 35
84 NA 103 3569 liten, 2
84 NA 104 98 af 1
84 NA 105 258 ett 14
84 NA 106 98 af 1
84 NA 107 1010 dessa 35
84 NA 108 3570 sista 1
84 NA 109 3571 Btyng 35
84 NA 110 51 och 1
84 NA 111 3572 påjjå-sätt 35
84 NA 112 3573 förfela 1
84 NA 113 705 sitt 35
84 NA 114 3574 mål, 35
84 NA 115 142 som 35
84 NA 116 304 var 1
84 NA 117 3575 Craileys 1
84 NA 118 3576 hjärta. 35
84 NA 119 167 Det 1
84 NA 120 304 var 1
84 NA 121 164 vid 14
84 NA 122 104 denna 14
84 NA 123 3577 kritiska 39
84 NA 124 3578 vändpunkt, 35
84 NA 125 737 när 35
84 NA 126 3579 kvinnorna 2
84 NA 127 3426 gräto 7
84 NA 128 3580 strömmar 35
84 NA 129 98 af 1
84 NA 130 3581 tårar, 35
84 NA 131 126 de 14
84 NA 132 1042 gamla 1
84 NA 133 3582 männen 2
84 NA 134 1809 gingo 35
84 NA 135 1433 omkring 1
84 NA 136 144 med 14
84 NA 137 3583 tungsint 2
84 NA 138 3584 uppsyn 2
84 NA 139 51 och 1
84 NA 140 3585 själfva 35
84 NA 141 3586 gatpojkarna 39
84 NA 142 1675 allt 35
84 NA 143 3587 emellanåt 35
84 NA 144 3588 iakttogo 28
84 NA 145 3589 perioder 35
84 NA 146 98 af 1
84 NA 147 3590 allvar 2
84 NA 148 51 och 1
84 NA 149 3591 til! 1
84 NA 150 51 och 1
84 NA 151 144 med 14
84 NA 152 3592 tystnad, 46
84 NA 153 142 som 35
84 NA 154 1716 mrs 35
84 NA 155 1757 Tanberry 35
84 NA 156 5 — 35
84 NA 157 3593 "unga 35
84 NA 158 3594 Janie 35
84 NA 159 3595 Tanberry" 14
84 NA 160 5 — 35
84 NA 161 1758 fick 1
84 NA 162 72 för 14
84 NA 163 132 sig 14
84 NA 164 89 att 35
84 NA 165 1675 allt 35
84 NA 166 113 detta 14
84 NA 167 304 var 1
84 NA 168 317 på 1
84 NA 169 3596 tok. 39
84 NA 170 1545 Hon 2
84 NA 171 3597 förklarade 2
84 NA 172 3598 energiskt 14
84 NA 173 89 att 35
84 NA 174 113 detta 14
84 NA 175 160 icke 14
84 NA 176 304 var 1
84 NA 177 258 ett 14
84 NA 178 3599 passande 2
84 NA 179 413 sätt 35
84 NA 180 89 att 35
84 NA 181 1631 taga 46
84 NA 182 3600 afsked, 28
84 NA 183 89 att 1
84 NA 184 3441 flickorna 35
84 NA 185 139 hade 14
84 NA 186 731 god 14
84 NA 187 1437 tid 1
84 NA 188 89 att 35
84 NA 189 3601 stadga 2
84 NA 190 132 sig 14
84 NA 191 737 när 35
84 NA 192 3602 soldaterna 35
84 NA 193 3603 gifvit 35
84 NA 194 132 sig 14
84 NA 195 98 af 1
84 NA 196 51 och 1
84 NA 197 89 att 1
84 NA 198 204 det 35
84 NA 199 121 till 14
84 NA 200 3604 d&ss 1
84 NA 201 828 borde 2
84 NA 202 3605 härska 2
84 NA 203 3476 lif 35
84 NA 204 51 och 1
85 NA 0 3606 finne® 6
85 NA 1 3607 dook 14
85 NA 2 89 att 19
85 NA 3 847 äfven 30
85 NA 4 126 de 14
85 NA 5 3608 lyckats 19
85 NA 6 3294 rädda 43
85 NA 7 3609 .ig, 43
85 NA 8 1097 ty 1
85 NA 9 346 den 16
85 NA 10 228 från 1
85 NA 11 3610 Protector 30
85 NA 12 3611 medförda 30
85 NA 13 3243 båten 43
85 NA 14 791 låg 17
85 NA 15 3612 o&lt; 30
85 NA 16 3613 kså 30
85 NA 17 164 vid 14
85 NA 18 3517 sidan 30
85 NA 19 98 af 19
85 NA 20 3614 Helsi,ngfons. 38
85 NA 21 21 En 43
85 NA 22 98 af 16
85 NA 23 126 de 14
85 NA 24 3615 bwgade 16
85 NA 25 3616 påstår 17
85 NA 26 758 emellertid 17
85 NA 27 89 att 19
85 NA 28 411 han 14
85 NA 29 733 såg 1
85 NA 30 124 hurusom 19
85 NA 31 104 denna 14
85 NA 32 3174 båt 43
85 NA 33 144 med 14
85 NA 34 3617 fören. 1
85 NA 35 1279 förut 5
85 NA 36 3618 droejs. 30
85 NA 37 3619 nect 43
85 NA 38 3620 djupet, 43
85 NA 39 359 då 17
85 NA 40 2924 ångaren 43
85 NA 41 3621 kantrade. 30
85 NA 42 3622 He 44
85 NA 43 3623 .iska 44
85 NA 44 3624 nödrop 30
85 NA 45 3616 påstår 17
85 NA 46 411 han 14
85 NA 47 132 sig 14
85 NA 48 847 äfven 19
85 NA 49 70 ha 14
85 NA 50 2839 hört 43
85 NA 51 228 från 43
85 NA 52 3625 Ib 17
85 NA 53 3626 isingfom 6
85 NA 54 2283 lån 30
85 NA 55 3610 Protector 30
85 NA 56 139 hade 14
85 NA 57 3325 kapten 17
85 NA 58 3627 Kari 19
85 NA 59 1288 tidigare 43
85 NA 60 317 på 17
85 NA 61 2773 natten 43
85 NA 62 3628 ropat 43
85 NA 63 3162 a.tt 43
85 NA 64 2924 ångaren 43
85 NA 65 3629 ådragit 30
85 NA 66 3630 lig 30
85 NA 67 3631 maskinskadå. 44
85 NA 68 158 men 14
85 NA 69 359 då 17
85 NA 70 3230 båtarna 43
85 NA 71 3632 stöttes 17
85 NA 72 736 ut 14
85 NA 73 228 från 1
85 NA 74 3517 sidan 30
85 NA 75 98 af 19
85 NA 76 3250 Helsingfors, 38
85 NA 77 3633 hadlei 43
85 NA 78 3634 &lt;3.^ 6
85 NA 79 3635 . 41
85 NA 80 3636 * 30
85 NA 81 3637 Kuri 19
85 NA 82 3638 tillropat 4
85 NA 83 126 de 14
85 NA 84 3639 skeppsbrutna, 14
85 NA 85 89 att 19
85 NA 86 3640 försöka 30
85 NA 87 3641 l&lt; 17
85 NA 88 1812 ni 30
85 NA 89 3642 ma 43
85 NA 90 2819 ombord 43
85 NA 91 317 på 17
85 NA 92 3252 Protector. 43
85 NA 93 3643 - 25
85 NA 94 3644 Ni 17
85 NA 95 2238 kunna 19
85 NA 96 1198 nog 14
85 NA 97 1301 godt 30
85 NA 98 3645 vara. 43
85 NA 99 3646 här1 30
85 NA 100 3647 ado 35
85 NA 101 3648 inan 30
85 NA 102 2839 hört 43
85 NA 103 1679 honom. 14
85 NA 104 3649 ropa. 43
85 NA 105 3650 / 43
85 NA 106 3651 sträng 30
85 NA 107 1812 ni 30
85 NA 108 3652 gar 35
85 NA 109 3653 gjordes 43
85 NA 110 847 äfven 30
85 NA 111 3654 att- 30
85 NA 112 2958 nå 30
85 NA 113 3655 fr'/fl 30
85 NA 114 3656 dit, 44
85 NA 115 158 men 14
85 NA 116 149 ehuru 19
85 NA 117 3657 afståndet 1
85 NA 118 937 endast 17
85 NA 119 304 var 1
85 NA 120 3658 cirka 5
85 NA 121 698 30 44
85 NA 122 3659 famnar, 41
85 NA 123 536 voro 17
85 NA 124 3660 vind 10
85 NA 125 51 och 1
85 NA 126 3661 sjö 41
85 NA 127 159 dock 14
85 NA 128 327 så 17
85 NA 129 3662 svära 8
85 NA 130 89 att 19
85 NA 131 3170 man. 17
85 NA 132 160 icke 14
85 NA 133 2843 kunde 1
85 NA 134 3043 komma 17
85 NA 135 3663 fram, 43
85 NA 136 678 utan 14
85 NA 137 3664 nödgades 30
85 NA 138 1605 låta 30
85 NA 139 3230 båtarna 43
85 NA 140 3665 drifva 30
85 NA 141 72 för 16
85 NA 142 3666 vinden. 17
85 NA 143 539 De 17
85 NA 144 977 båda 32
85 NA 145 3230 båtarna 43
85 NA 146 3667 förenades 19
85 NA 147 3668 medeist 30
85 NA 148 258 ett 14
85 NA 149 3669 •loas, 30
85 NA 150 72 för 14
85 NA 151 89 att 17
85 NA 152 424 ej 14
85 NA 153 3670 nattmörkret 30
85 NA 154 3671 förvilla, 43
85 NA 155 132 sig 14
85 NA 156 3672 fran 43
85 NA 157 3673 hvarandra. 33
85 NA 158 280 Vid 17
85 NA 159 3674 dagningen 43
85 NA 160 3675 tillsattes 17
85 NA 161 3676 ftt 43
85 NA 162 3677 segel 14
85 NA 163 317 på 17
85 NA 164 3678 storbåten, 30
85 NA 165 51 och 16
85 NA 166 327 så 17
85 NA 167 3679 länsade 30
85 NA 168 803 man 17
85 NA 169 3680 längs, 43
85 NA 170 3681 iskanten 19
85 NA 171 1339 mot 14
85 NA 172 2812 Hangö. 30
85 NA 173 2522 Kl. 43
85 NA 174 3682 0—10tiden 30
85 NA 175 139 hade 14
85 NA 176 126 de 14
85 NA 177 2931 skeppsbrutna 43
85 NA 178 3683 sett. 10
85 NA 179 3684 Murtajai 43
85 NA 180 3685 '.ara.ara 17
85 NA 181 3032 stadd 43
85 NA 182 317 på 17
85 NA 183 3028 utgående 17
85 NA 184 317 på 1
85 NA 185 2927 Hangö 43
85 NA 186 3686 västfjärd, 38
85 NA 187 79 ooh 38
85 NA 188 803 man 17
85 NA 189 3687 signalerade 43
85 NA 190 144 med 14
85 NA 191 122 en 16
85 NA 192 3688 flagga, 30
85 NA 193 158 men 14
85 NA 194 3689 signalerna 30
85 NA 195 3690 observerades 17
85 NA 196 3691 ej, 30
85 NA 197 51 och 16
85 NA 198 3692 Murtaja 43
85 NA 199 2529 fl 30
85 NA 200 3693 ägnade- 30
85 NA 201 132 sig 14
85 NA 202 1202 mer 14
85 NA 203 51 och 1
85 NA 204 3694 mer. 43
85 NA 205 3695 Småningom 43
85 NA 206 1520 kom 35
85 NA 207 803 man 17
85 NA 208 1675 allt 35
85 NA 209 2829 närmare 43
85 NA 210 1339 mot 38
85 NA 211 2889 Hangö, 43
85 NA 212 51 och 16
85 NA 213 417 slutligen 35
85 NA 214 1758 fick 1
85 NA 215 803 man 17
85 NA 216 3024 se 14
85 NA 217 89 att 19
85 NA 218 3696 bärgningfångare 14
85 NA 219 536 voro 17
85 NA 220 3697 färd 35
85 NA 221 144 med 14
85 NA 222 89 att 19
85 NA 223 3698 bringa 14
85 NA 224 3699 hjälp, 17
85 NA 225 3229 hvarför 17
85 NA 226 3700 modet 19
85 NA 227 3701 betydligt 10
85 NA 228 3702 ©teg 38
85 NA 229 1844 hos 4
85 NA 230 126 de 14
85 NA 231 3703 skeppsbrutna. 30
85 NA 232 21 En 43
85 NA 233 3704 äfventyrlig 30
85 NA 234 3705 bärgningsffird» 19
85 NA 235 3706 Bärgningsånganen 19
85 NA 236 3707 Awistans, 30
85 NA 237 142 som 16
85 NA 238 2750 Helsingfors 43
85 NA 239 625 fått 14
85 NA 240 3708 bud 30
85 NA 241 87 om 1
85 NA 242 2776 olyckan 43
85 NA 243 448 söndag 14
85 NA 244 3709 afton, 30
85 NA 245 3710 itgick 5
85 NA 246 3711 omedelbart 30
85 NA 247 921 därifrån 30
85 NA 248 79 ooh 14
85 NA 249 3045 ångade 30
85 NA 250 3712 gerom 30
85 NA 251 2773 natten 43
85 NA 252 121 till 14
85 NA 253 2927 Hangö 43
85 NA 254 3713 eamt 10
85 NA 255 776 anlände 17
85 NA 256 3714 dit 38
85 NA 257 3715 måndags, 30
85 NA 258 3716 svårt 17
85 NA 259 3717 nedic.ad 30
85 NA 260 98 af 1
85 NA 261 126 de 14
85 NA 262 3718 orverbrytan'e 30
85 NA 263 3719 sjöar 43
85 NA 264 346 den 16
85 NA 265 398 varit 14
85 NA 266 3720 utsatt 1
85 NA 267 3721 för. 30
85 NA 268 3722 Ungefär 30
85 NA 269 3723 •amtidigt 30
85 NA 270 3724 meddelades 19
85 NA 271 3162 a.tt 43
85 NA 272 803 man 17
85 NA 273 3725 ute 30
85 NA 274 70 ha 14
85 NA 275 3726 filandet 1
85 NA 276 733 såg 1
85 NA 277 48 två 5
85 NA 278 3727 nkeppsbåta.r 38
85 NA 279 2917 närma 30
85 NA 280 132 sig 14
85 NA 281 3728 langö. 17
85 NA 282 3729 Ångarna 43
85 NA 283 2885 Hero 30
85 NA 284 51 och 16
85 NA 285 3730 Meteor 30
85 NA 286 3731 utgiino 5
85 NA 287 3711 omedelbart 30
85 NA 288 72 för 14
85 NA 289 89 att 17
85 NA 290 3732 bärga 30
85 NA 291 3733 båtarna., 14
85 NA 292 158 men 14
85 NA 293 3734 närt 43
85 NA 294 2781 ingick 19
85 NA 295 3735 telefonbud 30
85 NA 296 89 att 19
85 NA 297 3736 derna 43
85 NA 298 2871 ångare 43
85 NA 299 3737 yrtbarligen 30
85 NA 300 424 ej 14
85 NA 301 3738 mäktade 30
85 NA 302 3739 genombryta 19
85 NA 303 3740 iisett 17
85 NA 304 3741 eh 38
85 NA 305 3742 fålunda 14
85 NA 306 424 ej 14
85 NA 307 3743 framkomma 30
85 NA 308 121 till 16
85 NA 309 3343 båtarna, 17
85 NA 310 3744 Hvilka 30
85 NA 311 3745 tydligein 43
85 NA 312 536 voro 17
85 NA 313 3746 bemannade 14
85 NA 314 144 med 14
85 NA 315 3703 skeppsbrutna. 30
85 NA 316 3747 Kapten 19
85 NA 317 3748 Bruun 17
85 NA 318 308 gick 1
85 NA 319 746 genast 13
85 NA 320 144 med 14
85 NA 321 3749 Assintaro, 17
85 NA 322 1640 tog 14
85 NA 323 2811 lots 43
85 NA 324 228 från 43
85 NA 325 3750 Tulluddeni 17
85 NA 326 3751 aimt 43
85 NA 327 3752 begaf 30
85 NA 328 132 sig 14
85 NA 329 3753 väg. 38
85 NA 330 3459 Så 1
85 NA 331 3754 snart 10
85 NA 332 3755 Tullsundet 30
85 NA 333 3756 lämnats, 30
85 NA 334 2843 kunde 1
85 NA 335 803 man 17
85 NA 336 3757 ook 38
85 NA 337 228 från 43
85 NA 338 3758 ångarna 30
85 NA 339 3759 observera 17
85 NA 340 122 en 16
85 NA 341 3760 mörk 6
85 NA 342 3761 punkt, 30
85 NA 343 142 som 16
85 NA 344 791 låg 17
85 NA 345 51 och 1
85 NA 346 3762 guppade 30
85 NA 347 164 vid 14
85 NA 348 3763 kanten 17
85 NA 349 98 af 16
85 NA 350 3764 isFörjan. 6
85 NA 351 3765 invid 30
85 NA 352 3766 Tistrorna. 30
85 NA 353 2951 På 43
85 NA 354 3767 ungefär 43
85 NA 355 122 en 1
85 NA 356 430 half 44
85 NA 357 3768 kilometern 43
85 NA 358 2320 afstånd 30
85 NA 359 921 därifrån 30
85 NA 360 3769 lågo 5
85 NA 361 3730 Meteor 30
85 NA 362 51 och 1
85 NA 363 3770 Hero. 19
85 NA 364 1880 Efter 14
85 NA 365 122 en 1
85 NA 366 3771 stund 14
85 NA 367 3772 sågs 17
85 NA 368 2885 Hero 30
85 NA 369 2972 börja 1
85 NA 370 3773 ånga 43
85 NA 371 3774 inåt 30
85 NA 372 1339 mot 14
85 NA 373 2889 Hangö, 43
85 NA 374 51 och 1
85 NA 375 359 då 17
85 NA 376 346 den 1
85 NA 377 3775 mötte 43
85 NA 378 3776 Assistans, 38
85 NA 379 1754 frågade 14
85 NA 380 803 man 17
85 NA 381 228 från 1
85 NA 382 2885 Hero 30
85 NA 383 3777 huruvida 43
85 NA 384 3778 isbåt 30
85 NA 385 3363 fanns, 1
85 NA 386 3779 ombord. 4
85 NA 387 1266 Då 14
85 NA 388 258 ett 14
85 NA 389 3780 nekande 43
85 NA 390 3781 6var 30
85 NA 391 3782 erhölls, 16
85 NA 392 3783 fortsatte 30
85 NA 393 3784 hvardera 14
85 NA 394 2924 ångaren 43
85 NA 395 420 sin 14
85 NA 396 3785 kurs. 30
85 NA 397 3786 Anländ 43
85 NA 398 121 till 4
85 NA 399 346 den 1
85 NA 400 1659 plats 1
85 NA 401 668 där 14
85 NA 402 3730 Meteor 30
85 NA 403 3787 låg, 30
85 NA 404 3788 kiurde 38
85 NA 405 803 man 17
85 NA 406 228 från 43
85 NA 407 3789 Assistans 30
85 NA 408 1560 tydligt 1
85 NA 409 3790 iakttaga 43
85 NA 410 89 att 35
85 NA 411 346 den 16
85 NA 412 3791 mörka 1
85 NA 413 3792 punkten 5
85 NA 414 3793 utgjordes 16
85 NA 415 98 af 1
85 NA 416 48 två 5
85 NA 417 3794 skeppsbatar, 43
85 NA 418 3746 bemannade 14
85 NA 419 144 med 14
85 NA 420 195 flera 14
85 NA 421 3354 personer. 24
85 NA 422 857 Men 35
85 NA 423 3275 huru 38
85 NA 424 3043 komma 17
85 NA 425 904 dem 35
85 NA 426 121 till 16
85 NA 427 3795 undsättning 17
85 NA 428 110 1 4
85 NA 429 3796 1/otsen 30
85 NA 430 3797 vägrade 19
85 NA 431 1673 bestämdt 19
85 NA 432 89 att 17
85 NA 433 1608 gå 14
85 NA 434 3798 vidare, 43
85 NA 435 359 då 43
85 NA 436 204 det 16
85 NA 437 981 nu 1
85 NA 438 3292 gällde 43
85 NA 439 89 att 19
85 NA 440 1608 gå 14
85 NA 441 755 utom 16
85 NA 442 3799 farleden 30
85 NA 443 51 och 1
85 NA 444 3800 platren 17
85 NA 445 668 där 14
85 NA 446 126 de 14
85 NA 447 2931 skeppsbrutna 43
85 NA 448 3801 befunno 30
85 NA 449 132 sig 14
85 NA 450 304 var 1
85 NA 451 3117 uppfylld 1
85 NA 452 98 af 16
85 NA 453 2755 grund. 17
85 NA 454 3802 Någon 10
85 NA 455 3803 lämplig 17
85 NA 456 3804 båt, 19
85 NA 457 1263 som. 17
85 NA 458 207 skulle 14
85 NA 459 683 kunnat 1
85 NA 460 558 öfver 1
85 NA 461 204 det 35
85 NA 462 3805 gungande 30
85 NA 463 3806 pack-sfäRet 32
85 NA 464 3807 dragrs 17
85 NA 465 2879 fram 43
85 NA 466 121 till 14
85 NA 467 3808 dte 17
85 NA 468 3809 nödställda, 17
85 NA 469 3810 fanro. 5
85 NA 470 424 ej 14
85 NA 471 89 att 19
85 NA 472 3811 tillgå. 17
85 NA 473 3747 Kapten 19
85 NA 474 3748 Bruun 17
85 NA 475 3812 funderade 30
85 NA 476 424 ej 14
85 NA 477 1663 heller 35
85 NA 478 647 många 35
85 NA 479 3076 minuter, 30
85 NA 480 678 utan 14
85 NA 481 3813 vände 30
85 NA 482 3814 genaeit 17
85 NA 483 87 om 16
85 NA 484 3815 ranat 30
85 NA 485 308 gick 1
85 NA 486 3816 tillbaka 16
85 NA 487 121 till 14
85 NA 488 3817 Tulludden, 17
85 NA 489 921 därifrån 30
85 NA 490 803 man 17
85 NA 491 207 skulle 14
85 NA 492 3640 försöka 30
85 NA 493 3818 anskaffa 14
85 NA 494 400 såväl 44
85 NA 495 122 en 1
85 NA 496 3778 isbåt 30
85 NA 497 142 som 35
85 NA 498 3819 nödigt 30
85 NA 499 240 antal 10
85 NA 500 803 man 38
85 NA 501 72 för 14
85 NA 502 204 det 16
85 NA 503 3820 förestående 10
85 NA 504 3821 bärgningsarbetet. 10
85 NA 505 1266 Då 14
85 NA 506 3789 Assistans 30
85 NA 507 776 anlände 17
85 NA 508 121 till 16
85 NA 509 3817 Tulludden, 17
85 NA 510 304 var 1
85 NA 511 2885 Hero 30
85 NA 512 204 det 16
85 NA 513 3822 närmaste 30
85 NA 514 1389 klar 14
85 NA 515 89 att 17
85 NA 516 952 åter 14
85 NA 517 3823 utgå. 16
85 NA 518 3824 Från 14
85 NA 519 3825 Tulludd- 17
85 NA 520 139 hade 14
85 NA 521 122 en 1
85 NA 522 3826 ekstock 30
85 NA 523 144 med 14
85 NA 524 221 4 10
85 NA 525 3316 ä 38
85 NA 526 614 5 33
85 NA 527 803 man 17
85 NA 528 3827 anskaffats. 43
85 NA 529 3828 Såväl 30
85 NA 530 3174 båt 43
85 NA 531 142 som 16
85 NA 532 891 män 14
85 NA 533 3829 togos 17
85 NA 534 2819 ombord 43
85 NA 535 93 å 17
85 NA 536 3830 Hero, 30
85 NA 537 3831 livar:.mot 30
85 NA 538 3789 Assistans 30
85 NA 539 791 låg 17
85 NA 540 79 ooh 38
85 NA 541 3832 väntade 30
85 NA 542 330 några 16
85 NA 543 3076 minuter, 30
85 NA 544 836 tills 17
85 NA 545 440 ny 33
85 NA 546 3826 ekstock 30
85 NA 547 1457 jämte 12
85 NA 548 3833 någ 30
85 NA 549 3834 ra 30
85 NA 550 803 man 17
85 NA 551 3835 hunp.it 5
85 NA 552 3836 ankomma 10
85 NA 553 228 från 1
85 NA 554 3837 land. 43
85 NA 555 3459 Så 1
85 NA 556 3838 smart 43
85 NA 557 1010 dessa 16
85 NA 558 824 tagits 17
85 NA 559 3839 ombord, 30
85 NA 560 1457 jämte 38
85 NA 561 3840 lotnen 10
85 NA 562 3841 PetteTSFom, 16
85 NA 563 3842 satte 43
85 NA 564 3843 Anrrtans 17
85 NA 565 3844 sie 10
85 NA 566 952 åter 14
85 NA 567 458 gång. 35
85 NA 568 3845 Lotsen 1
85 NA 569 3846 Petterason 41
85 NA 570 316 visade 17
85 NA 571 132 sig 14
85 NA 572 192 vara 19
85 NA 573 819 bättre 19
85 NA 574 3847 kännare 14
85 NA 575 98 af 1
85 NA 576 3848 vattnen 30
85 NA 577 3849 oc.h 30
85 NA 578 3850 lotsade 1
85 NA 579 3851 As 6
85 NA 580 3852 »istans 16
85 NA 581 285 genom 19
85 NA 582 3853 Högskärs 38
85 NA 583 3854 sund 14
85 NA 584 1223 nära 4
85 NA 585 1198 nog 14
85 NA 586 3855 änida 30
85 NA 587 2879 fram 43
85 NA 588 121 till 16
85 NA 589 904 dem 35
85 NA 590 3856 västra. 17
85 NA 591 3857 Tistran. 5
85 NA 592 2885 Hero 30
85 NA 593 51 och 16
85 NA 594 3730 Meteor 30
85 NA 595 3769 lågo 5
85 NA 596 258 ett 14
85 NA 597 1301 godt 30
85 NA 598 3858 »tycke 1
85 NA 599 3413 mera 33
85 NA 600 3859 västlig 30
85 NA 601 3860 riktning. 30
85 NA 602 3861 Mon 30
85 NA 603 228 från 4
85 NA 604 2885 Hero 30
85 NA 605 3862 syntes 38
85 NA 606 3863 maniska(&gt;et 30
85 NA 607 144 med 14
85 NA 608 420 sin 14
85 NA 609 3826 ekstock 30
85 NA 610 830 redan 14
85 NA 611 192 vara 14
85 NA 612 258 ett 14
85 NA 613 1301 godt 30
85 NA 614 3164 stycke 30
85 NA 615 317 på 17
85 NA 616 3033 väg 10
85 NA 617 1339 mot 14
85 NA 618 904 dem 35
85 NA 619 3864 punkt 30
85 NA 620 668 där 14
85 NA 621 126 de 14
85 NA 622 3865 "kepp.brutna 30
85 NA 623 3801 befunno 30
